Lines of code metrics,Thu., 14 Oct. 2021 19:19:04 EDT,,,,,,,,,,,,,
Method,CLOC,JLOC,LOC,NCLOC,RLOC,,,,,,,,,,
com.amaze.filemanager.file_operations.filesystem.compressed.ArchivePasswordCache.values(),0,0,5,5,4.90%,,,,,,,,,,
com.amaze.filemanager.file_operations.filesystem.smbstreamer.StreamServer.HTTPSession.HTTPSession(Socket),1,0,7,6,1.64%,,,,,,,,,,
"com.amaze.filemanager.file_operations.filesystem.smbstreamer.StreamServer.HTTPSession.decodeHeader(BufferedReader,Properties,Properties,Properties)",8,1,43,36,10.09%,,,,,,,,,,
"com.amaze.filemanager.file_operations.filesystem.smbstreamer.StreamServer.HTTPSession.decodeMultipartData(String,byte[],BufferedReader,Properties,Properties)",1,1,72,71,16.90%,,,,,,,,,,
"com.amaze.filemanager.file_operations.filesystem.smbstreamer.StreamServer.HTTPSession.decodeParms(String,Properties)",6,6,16,10,3.76%,,,,,,,,,,
com.amaze.filemanager.file_operations.filesystem.smbstreamer.StreamServer.HTTPSession.decodePercent(String),4,4,28,24,6.57%,,,,,,,,,,
"com.amaze.filemanager.file_operations.filesystem.smbstreamer.StreamServer.HTTPSession.getBoundaryPositions(byte[],byte[])",1,1,26,25,6.10%,,,,,,,,,,
com.amaze.filemanager.file_operations.filesystem.smbstreamer.StreamServer.HTTPSession.handleResponse(Socket),23,0,134,111,31.46%,,,,,,,,,,
com.amaze.filemanager.file_operations.filesystem.smbstreamer.StreamServer.HTTPSession.run(),1,0,15,14,3.52%,,,,,,,,,,
"com.amaze.filemanager.file_operations.filesystem.smbstreamer.StreamServer.HTTPSession.saveTmpFile(byte[],int,int)",5,4,20,16,4.69%,,,,,,,,,,
"com.amaze.filemanager.file_operations.filesystem.smbstreamer.StreamServer.HTTPSession.sendError(Socket,String,String)",4,4,8,4,1.88%,,,,,,,,,,
"com.amaze.filemanager.file_operations.filesystem.smbstreamer.StreamServer.HTTPSession.sendResponse(Socket,String,String,Properties,StreamSource)",6,1,44,38,10.33%,,,,,,,,,,
"com.amaze.filemanager.file_operations.filesystem.smbstreamer.StreamServer.HTTPSession.stripMultipartHeaders(byte[],int)",1,1,8,7,1.88%,,,,,,,,,,
"com.amaze.filemanager.file_operations.filesystem.smbstreamer.StreamServer.Response.Response(String,String,StreamSource)",1,1,6,5,28.57%,,,,,,,,,,
"com.amaze.filemanager.file_operations.filesystem.smbstreamer.StreamServer.Response.addHeader(String,String)",1,1,4,3,19.05%,,,,,,,,,,
"com.amaze.filemanager.file_operations.filesystem.smbstreamer.StreamServer.StreamServer(int,File)",6,5,24,18,3.93%,,,,,,,,,,
"com.amaze.filemanager.file_operations.filesystem.smbstreamer.StreamServer.serve(String,String,Properties,Properties,Properties)",6,n/a,n/a,2,2.13%,,,,,,,,,,
com.amaze.filemanager.file_operations.filesystem.smbstreamer.StreamServer.stop(),1,1,8,7,1.31%,,,,,,,,,,
com.amaze.filemanager.file_operations.filesystem.smbstreamer.StreamServer.tryBind(int),5,6,16,10,2.62%,,,,,,,,,,
"com.amaze.filemanager.file_operations.filesystem.smbstreamer.StreamSource.StreamSource(SmbFile,long)",0,0,7,7,8.75%,,,,,,,,,,
com.amaze.filemanager.file_operations.filesystem.smbstreamer.StreamSource.close(),0,0,10,10,12.50%,,,,,,,,,,
com.amaze.filemanager.file_operations.filesystem.smbstreamer.StreamSource.getCurrentPosition(),0,0,4,4,5.00%,,,,,,,,,,
com.amaze.filemanager.file_operations.filesystem.smbstreamer.StreamSource.getFile(),0,0,3,3,3.75%,,,,,,,,,,
com.amaze.filemanager.file_operations.filesystem.smbstreamer.StreamSource.getMimeType(),0,0,3,3,3.75%,,,,,,,,,,
com.amaze.filemanager.file_operations.filesystem.smbstreamer.StreamSource.getName(),0,0,3,3,3.75%,,,,,,,,,,
com.amaze.filemanager.file_operations.filesystem.smbstreamer.StreamSource.moveTo(long),0,0,7,7,8.75%,,,,,,,,,,
com.amaze.filemanager.file_operations.filesystem.smbstreamer.StreamSource.open(),18,17,25,8,31.25%,,,,,,,,,,
com.amaze.filemanager.file_operations.filesystem.smbstreamer.StreamSource.read(),0,0,6,6,7.50%,,,,,,,,,,
"com.amaze.filemanager.file_operations.filesystem.smbstreamer.StreamSource.read(byte[],int,int)",0,0,5,5,6.25%,,,,,,,,,,
com.amaze.filemanager.file_operations.filesystem.smbstreamer.StreamSourceTest.available(),4,4,10,6,4.93%,,,,,,,,,,
com.amaze.filemanager.file_operations.filesystem.smbstreamer.StreamSourceTest.close(),4,4,16,12,7.88%,,,,,,,,,,
com.amaze.filemanager.file_operations.filesystem.smbstreamer.StreamSourceTest.createFile(),0,0,12,12,5.91%,,,,,,,,,,
com.amaze.filemanager.file_operations.filesystem.smbstreamer.StreamSourceTest.getFile(),1,1,5,4,2.46%,,,,,,,,,,
com.amaze.filemanager.file_operations.filesystem.smbstreamer.StreamSourceTest.getMimeType(),1,1,5,4,2.46%,,,,,,,,,,
com.amaze.filemanager.file_operations.filesystem.smbstreamer.StreamSourceTest.getName(),1,1,5,4,2.46%,,,,,,,,,,
com.amaze.filemanager.file_operations.filesystem.smbstreamer.StreamSourceTest.length(),1,1,5,4,2.46%,,,,,,,,,,
com.amaze.filemanager.file_operations.filesystem.smbstreamer.StreamSourceTest.moveTo(),4,4,14,10,6.90%,,,,,,,,,,
com.amaze.filemanager.file_operations.filesystem.smbstreamer.StreamSourceTest.moveToException(),4,4,9,5,4.43%,,,,,,,,,,
com.amaze.filemanager.file_operations.filesystem.smbstreamer.StreamSourceTest.openExisting(),1,1,8,7,3.94%,,,,,,,,,,
com.amaze.filemanager.file_operations.filesystem.smbstreamer.StreamSourceTest.read(),4,4,13,9,6.40%,,,,,,,,,,
com.amaze.filemanager.file_operations.filesystem.smbstreamer.StreamSourceTest.readClosedException(),4,4,11,7,5.42%,,,,,,,,,,
com.amaze.filemanager.file_operations.filesystem.smbstreamer.StreamSourceTest.readExceed(),5,4,14,9,6.90%,,,,,,,,,,
com.amaze.filemanager.file_operations.filesystem.smbstreamer.StreamSourceTest.readStartEnd(),4,4,16,12,7.88%,,,,,,,,,,
com.amaze.filemanager.file_operations.filesystem.smbstreamer.StreamSourceTest.readStartEndClosedException(),4,4,13,9,6.40%,,,,,,,,,,
com.amaze.filemanager.file_operations.filesystem.smbstreamer.StreamSourceTest.readStartEndExceedException(),5,5,13,8,6.40%,,,,,,,,,,
com.amaze.filemanager.file_operations.filesystem.smbstreamer.StreamSourceTest.reset(),1,1,8,7,3.94%,,,,,,,,,,
com.amaze.filemanager.file_operations.filesystem.smbstreamer.StreamSourceTest.setUp(),0,0,8,8,3.94%,,,,,,,,,,
com.amaze.filemanager.file_operations.filesystem.smbstreamer.StreamSourceTest.tearDown(),0,0,4,4,1.97%,,,,,,,,,,
com.amaze.filemanager.file_operations.filesystem.smbstreamer.Streamer.Streamer(int),0,0,3,3,2.68%,,,,,,,,,,
com.amaze.filemanager.file_operations.filesystem.smbstreamer.Streamer.getInstance(),0,0,9,9,8.04%,,,,,,,,,,
com.amaze.filemanager.file_operations.filesystem.smbstreamer.Streamer.getNameFromPath(String),0,0,6,6,5.36%,,,,,,,,,,
com.amaze.filemanager.file_operations.filesystem.smbstreamer.Streamer.isStreamMedia(SmbFile),0,0,3,3,2.68%,,,,,,,,,,
"com.amaze.filemanager.file_operations.filesystem.smbstreamer.Streamer.serve(String,String,Properties,Properties,Properties)",14,0,65,52,58.04%,,,,,,,,,,
"com.amaze.filemanager.file_operations.filesystem.smbstreamer.Streamer.setStreamSrc(SmbFile,long)",1,0,5,4,4.46%,,,,,,,,,,
com.amaze.filemanager.file_operations.filesystem.smbstreamer.Streamer.stop(),0,0,5,5,4.46%,,,,,,,,,,
com.amaze.filemanager.file_operations.filesystem.streams.RandomAccessStream.RandomAccessStream(long),0,0,4,4,10.81%,,,,,,,,,,
com.amaze.filemanager.file_operations.filesystem.streams.RandomAccessStream.available(),0,0,4,4,10.81%,,,,,,,,,,
com.amaze.filemanager.file_operations.filesystem.streams.RandomAccessStream.availableExact(),0,0,3,3,8.11%,,,,,,,,,,
com.amaze.filemanager.file_operations.filesystem.streams.RandomAccessStream.getCurrentPosition(),0,n/a,n/a,1,2.70%,,,,,,,,,,
com.amaze.filemanager.file_operations.filesystem.streams.RandomAccessStream.length(),0,0,3,3,8.11%,,,,,,,,,,
com.amaze.filemanager.file_operations.filesystem.streams.RandomAccessStream.mark(int),0,0,8,8,21.62%,,,,,,,,,,
com.amaze.filemanager.file_operations.filesystem.streams.RandomAccessStream.markSupported(),0,0,4,4,10.81%,,,,,,,,,,
com.amaze.filemanager.file_operations.filesystem.streams.RandomAccessStream.moveTo(long),0,n/a,n/a,1,2.70%,,,,,,,,,,
com.amaze.filemanager.file_operations.filesystem.streams.RandomAccessStream.read(),0,n/a,n/a,1,2.70%,,,,,,,,,,
com.amaze.filemanager.file_operations.filesystem.streams.RandomAccessStream.reset(),0,0,4,4,10.81%,,,,,,,,,,
com.amaze.filemanager.file_operations.filesystem.usb.SingletonUsbOtg.SingletonUsbOtg(),0,0,1,1,3.33%,,,,,,,,,,
com.amaze.filemanager.file_operations.filesystem.usb.SingletonUsbOtg.checkIfRootIsFromDevice(UsbOtgRepresentation),0,0,3,3,10.00%,,,,,,,,,,
com.amaze.filemanager.file_operations.filesystem.usb.SingletonUsbOtg.getInstance(),0,0,4,4,13.33%,,,,,,,,,,
com.amaze.filemanager.file_operations.filesystem.usb.SingletonUsbOtg.getUsbOtgRoot(),0,0,3,3,10.00%,,,,,,,,,,
com.amaze.filemanager.file_operations.filesystem.usb.SingletonUsbOtg.isDeviceConnected(),0,0,3,3,10.00%,,,,,,,,,,
com.amaze.filemanager.file_operations.filesystem.usb.SingletonUsbOtg.resetUsbOtgRoot(),0,0,4,4,13.33%,,,,,,,,,,
com.amaze.filemanager.file_operations.filesystem.usb.SingletonUsbOtg.setConnectedDevice(UsbOtgRepresentation),0,0,3,3,10.00%,,,,,,,,,,
com.amaze.filemanager.file_operations.filesystem.usb.SingletonUsbOtg.setUsbOtgRoot(Uri),0,0,4,4,13.33%,,,,,,,,,,
"com.amaze.filemanager.file_operations.filesystem.usb.UsbOtgRepresentation.UsbOtgRepresentation(int,int,String)",0,0,5,5,14.71%,,,,,,,,,,
com.amaze.filemanager.file_operations.filesystem.usb.UsbOtgRepresentation.equals(Object),4,4,13,9,38.24%,,,,,,,,,,
com.amaze.filemanager.file_operations.filesystem.usb.UsbOtgRepresentation.hashCode(),0,0,7,7,20.59%,,,,,,,,,,
com.amaze.filemanager.file_operations.shadows.ShadowMultiDex.install(Context),1,0,4,3,57.14%,,,,,,,,,,
"com.amaze.filemanager.file_operations.shadows.jcifs.smb.ShadowSmbFile.__constructor__(URL,NtlmPasswordAuthentication)",1,0,4,3,17.39%,,,,,,,,,,
com.amaze.filemanager.file_operations.shadows.jcifs.smb.ShadowSmbFile.getInputStream(),0,0,4,4,17.39%,,,,,,,,,,
com.amaze.filemanager.file_operations.shadows.jcifs.smb.ShadowSmbFile.length(),0,0,4,4,17.39%,,,,,,,,,,
com.amaze.filemanager.file_operations.shadows.jcifs.smb.ShadowSmbFile.listFiles(),0,0,4,4,17.39%,,,,,,,,,,
com.amaze.filemanager.file_operations.shadows.jcifs.smb.ShadowSmbFile.setFile(File),0,0,3,3,13.04%,,,,,,,,,,
com.amaze.filemanager.file_operations.utils.OnLowMemory.onLowMemory(),0,n/a,n/a,1,33.33%,,,,,,,,,,
com.amaze.filemanager.file_operations.utils.UpdatePosition.updatePosition(long),0,n/a,n/a,1,33.33%,,,,,,,,,,
"com.amaze.filemanager.filesystem.CustomFileObserver.CustomFileObserver(String,Handler)",0,0,5,5,3.05%,,,,,,,,,,
"com.amaze.filemanager.filesystem.CustomFileObserver.FileTimerTask.FileTimerTask(String,FileObserver)",0,0,7,7,18.92%,,,,,,,,,,
"com.amaze.filemanager.filesystem.CustomFileObserver.FileTimerTask.compare(String[],String[])",0,0,6,6,16.22%,,,,,,,,,,
com.amaze.filemanager.filesystem.CustomFileObserver.FileTimerTask.run(),0,0,18,18,48.65%,,,,,,,,,,
com.amaze.filemanager.filesystem.CustomFileObserver.getPath(),0,0,3,3,1.83%,,,,,,,,,,
"com.amaze.filemanager.filesystem.CustomFileObserver.onEvent(int,String)",2,0,40,38,24.39%,,,,,,,,,,
com.amaze.filemanager.filesystem.CustomFileObserver.sendMessages(),0,0,16,16,9.76%,,,,,,,,,,
com.amaze.filemanager.filesystem.CustomFileObserver.startPollingSystem(),7,6,15,9,9.15%,,,,,,,,,,
com.amaze.filemanager.filesystem.CustomFileObserver.startWatching(),0,0,8,8,4.88%,,,,,,,,,,
com.amaze.filemanager.filesystem.CustomFileObserver.stopPollingSystem(),0,0,4,4,2.44%,,,,,,,,,,
com.amaze.filemanager.filesystem.CustomFileObserver.stopWatching(),0,0,9,9,5.49%,,,,,,,,,,
com.amaze.filemanager.filesystem.CustomFileObserver.wasStopped(),0,0,3,3,1.83%,,,,,,,,,,
"com.amaze.filemanager.filesystem.EditableFileAbstraction.EditableFileAbstraction(Context,Uri)",5,0,47,42,77.05%,,,,,,,,,,
com.amaze.filemanager.filesystem.EditableFileAbstractionTest.testBogeyUri(),0,0,5,5,10.64%,,,,,,,,,,
com.amaze.filemanager.filesystem.EditableFileAbstractionTest.testContentUri(),0,0,15,15,31.91%,,,,,,,,,,
com.amaze.filemanager.filesystem.EditableFileAbstractionTest.testFileUri(),0,0,11,11,23.40%,,,,,,,,,,
com.amaze.filemanager.filesystem.EditableFileAbstractionTest.testNonExistentContentUri(),0,0,10,10,21.28%,,,,,,,,,,
"com.amaze.filemanager.filesystem.FileUtil.getOutputStream(File,Context)",10,6,29,18,13.43%,,,,,,,,,,
"com.amaze.filemanager.filesystem.FileUtil.writeUriToStorage(MainActivity,ArrayList<Uri>,ContentResolver,String)",10,1,184,174,85.19%,,,,,,,,,,
"com.amaze.filemanager.filesystem.HybridFile.HybridFile(OpenMode,String)",0,0,4,4,0.31%,,,,,,,,,,
"com.amaze.filemanager.filesystem.HybridFile.HybridFile(OpenMode,String,String,boolean)",1,0,18,17,1.38%,,,,,,,,,,
"com.amaze.filemanager.filesystem.HybridFile.delete(Context,boolean)",0,0,32,32,2.46%,,,,,,,,,,
com.amaze.filemanager.filesystem.HybridFile.exists(),1,0,47,46,3.61%,,,,,,,,,,
com.amaze.filemanager.filesystem.HybridFile.exists(Context),1,1,17,16,1.31%,,,,,,,,,,
com.amaze.filemanager.filesystem.HybridFile.folderSize(),1,1,22,21,1.69%,,,,,,,,,,
com.amaze.filemanager.filesystem.HybridFile.folderSize(Context),1,1,53,52,4.07%,,,,,,,,,,
"com.amaze.filemanager.filesystem.HybridFile.forEachChildrenFile(Context,boolean,OnFileFound)",1,1,83,82,6.38%,,,,,,,,,,
com.amaze.filemanager.filesystem.HybridFile.generateBaseFileFromParent(),0,0,8,8,0.61%,,,,,,,,,,
"com.amaze.filemanager.filesystem.HybridFile.generateLayoutElement(Context,boolean)",4,4,44,40,3.38%,,,,,,,,,,
com.amaze.filemanager.filesystem.HybridFile.generateMode(Context),2,0,44,42,3.38%,,,,,,,,,,
com.amaze.filemanager.filesystem.HybridFile.getDocumentFile(boolean),0,0,9,9,0.69%,,,,,,,,,,
com.amaze.filemanager.filesystem.HybridFile.getFile(),0,0,4,4,0.31%,,,,,,,,,,
com.amaze.filemanager.filesystem.HybridFile.getInputStream(),4,5,43,38,3.31%,,,,,,,,,,
com.amaze.filemanager.filesystem.HybridFile.getInputStream(Context),0,0,81,81,6.23%,,,,,,,,,,
com.amaze.filemanager.filesystem.HybridFile.getMode(),0,0,3,3,0.23%,,,,,,,,,,
com.amaze.filemanager.filesystem.HybridFile.getName(Context),0,0,35,35,2.69%,,,,,,,,,,
com.amaze.filemanager.filesystem.HybridFile.getNameString(Context),4,4,10,6,0.77%,,,,,,,,,,
com.amaze.filemanager.filesystem.HybridFile.getOutputStream(Context),0,0,71,71,5.46%,,,,,,,,,,
com.amaze.filemanager.filesystem.HybridFile.getParent(Context),1,1,22,21,1.69%,,,,,,,,,,
com.amaze.filemanager.filesystem.HybridFile.getParentName(),0,0,7,7,0.54%,,,,,,,,,,
com.amaze.filemanager.filesystem.HybridFile.getPath(),0,0,3,3,0.23%,,,,,,,,,,
com.amaze.filemanager.filesystem.HybridFile.getReadablePath(String),0,0,4,4,0.31%,,,,,,,,,,
com.amaze.filemanager.filesystem.HybridFile.getSimpleName(),0,0,13,13,1.00%,,,,,,,,,,
com.amaze.filemanager.filesystem.HybridFile.getSmbFile(),0,0,8,8,0.61%,,,,,,,,,,
com.amaze.filemanager.filesystem.HybridFile.getSmbFile(int),0,0,10,10,0.77%,,,,,,,,,,
com.amaze.filemanager.filesystem.HybridFile.getTotal(Context),3,1,66,63,5.07%,,,,,,,,,,
com.amaze.filemanager.filesystem.HybridFile.getUsableSpace(),2,1,65,63,5.00%,,,,,,,,,,
com.amaze.filemanager.filesystem.HybridFile.isBoxFile(),0,0,3,3,0.23%,,,,,,,,,,
com.amaze.filemanager.filesystem.HybridFile.isCustomPath(),0,0,9,9,0.69%,,,,,,,,,,
com.amaze.filemanager.filesystem.HybridFile.isDirectory(),6,5,43,36,3.31%,,,,,,,,,,
com.amaze.filemanager.filesystem.HybridFile.isDirectory(Context),1,0,91,90,6.99%,,,,,,,,,,
com.amaze.filemanager.filesystem.HybridFile.isDocumentFile(),0,0,3,3,0.23%,,,,,,,,,,
com.amaze.filemanager.filesystem.HybridFile.isDropBoxFile(),0,0,3,3,0.23%,,,,,,,,,,
com.amaze.filemanager.filesystem.HybridFile.isGoogleDriveFile(),0,0,3,3,0.23%,,,,,,,,,,
com.amaze.filemanager.filesystem.HybridFile.isLocal(),0,0,3,3,0.23%,,,,,,,,,,
com.amaze.filemanager.filesystem.HybridFile.isOneDriveFile(),0,0,3,3,0.23%,,,,,,,,,,
com.amaze.filemanager.filesystem.HybridFile.isOtgFile(),0,0,3,3,0.23%,,,,,,,,,,
com.amaze.filemanager.filesystem.HybridFile.isRoot(),0,0,3,3,0.23%,,,,,,,,,,
com.amaze.filemanager.filesystem.HybridFile.isSftp(),0,0,3,3,0.23%,,,,,,,,,,
com.amaze.filemanager.filesystem.HybridFile.isSimpleFile(),4,5,18,13,1.38%,,,,,,,,,,
com.amaze.filemanager.filesystem.HybridFile.isSmb(),0,0,3,3,0.23%,,,,,,,,,,
com.amaze.filemanager.filesystem.HybridFile.lastModified(),0,0,36,36,2.77%,,,,,,,,,,
com.amaze.filemanager.filesystem.HybridFile.length(Context),1,1,61,60,4.69%,,,,,,,,,,
"com.amaze.filemanager.filesystem.HybridFile.listFiles(Context,boolean)",4,5,78,73,6.00%,,,,,,,,,,
com.amaze.filemanager.filesystem.HybridFile.mkdir(Context),1,0,71,70,5.46%,,,,,,,,,,
com.amaze.filemanager.filesystem.HybridFile.parseAndFormatUriForDisplay(String),0,0,4,4,0.31%,,,,,,,,,,
com.amaze.filemanager.filesystem.HybridFile.setLastModified(long),0,0,18,18,1.38%,,,,,,,,,,
com.amaze.filemanager.filesystem.HybridFile.setMode(OpenMode),0,0,3,3,0.23%,,,,,,,,,,
com.amaze.filemanager.filesystem.HybridFile.setPath(String),0,0,3,3,0.23%,,,,,,,,,,
com.amaze.filemanager.filesystem.HybridFileParcelable.HybridFileParcelable(Parcel),0,0,8,8,4.88%,,,,,,,,,,
com.amaze.filemanager.filesystem.HybridFileParcelable.HybridFileParcelable(SmbFile),1,1,8,7,4.88%,,,,,,,,,,
com.amaze.filemanager.filesystem.HybridFileParcelable.HybridFileParcelable(String),0,0,3,3,1.83%,,,,,,,,,,
"com.amaze.filemanager.filesystem.HybridFileParcelable.HybridFileParcelable(String,String,long,long,boolean)",0,0,8,8,4.88%,,,,,,,,,,
"com.amaze.filemanager.filesystem.HybridFileParcelable.HybridFileParcelable(String,boolean,RemoteResourceInfo)",1,1,10,9,6.10%,,,,,,,,,,
com.amaze.filemanager.filesystem.HybridFileParcelable.describeContents(),0,0,4,4,2.44%,,,,,,,,,,
com.amaze.filemanager.filesystem.HybridFileParcelable.equals(Object),0,0,7,7,4.27%,,,,,,,,,,
com.amaze.filemanager.filesystem.HybridFileParcelable.getDate(),0,0,3,3,1.83%,,,,,,,,,,
com.amaze.filemanager.filesystem.HybridFileParcelable.getFullUri(),0,0,4,4,2.44%,,,,,,,,,,
com.amaze.filemanager.filesystem.HybridFileParcelable.getLink(),0,0,3,3,1.83%,,,,,,,,,,
com.amaze.filemanager.filesystem.HybridFileParcelable.getName(),0,0,4,4,2.44%,,,,,,,,,,
com.amaze.filemanager.filesystem.HybridFileParcelable.getName(Context),0,0,5,5,3.05%,,,,,,,,,,
com.amaze.filemanager.filesystem.HybridFileParcelable.getPermission(),0,0,3,3,1.83%,,,,,,,,,,
com.amaze.filemanager.filesystem.HybridFileParcelable.getSize(),0,0,3,3,1.83%,,,,,,,,,,
com.amaze.filemanager.filesystem.HybridFileParcelable.hashCode(),0,0,9,9,5.49%,,,,,,,,,,
com.amaze.filemanager.filesystem.HybridFileParcelable.isDirectory(),0,0,3,3,1.83%,,,,,,,,,,
com.amaze.filemanager.filesystem.HybridFileParcelable.isHidden(),0,0,3,3,1.83%,,,,,,,,,,
com.amaze.filemanager.filesystem.HybridFileParcelable.setDate(long),0,0,3,3,1.83%,,,,,,,,,,
com.amaze.filemanager.filesystem.HybridFileParcelable.setDirectory(boolean),0,0,3,3,1.83%,,,,,,,,,,
com.amaze.filemanager.filesystem.HybridFileParcelable.setFullUri(Uri),3,0,10,7,6.10%,,,,,,,,,,
com.amaze.filemanager.filesystem.HybridFileParcelable.setLink(String),0,0,3,3,1.83%,,,,,,,,,,
com.amaze.filemanager.filesystem.HybridFileParcelable.setName(String),0,0,3,3,1.83%,,,,,,,,,,
com.amaze.filemanager.filesystem.HybridFileParcelable.setPermission(String),0,0,3,3,1.83%,,,,,,,,,,
com.amaze.filemanager.filesystem.HybridFileParcelable.setSize(long),0,0,3,3,1.83%,,,,,,,,,,
com.amaze.filemanager.filesystem.HybridFileParcelable.toString(),0,0,19,19,11.59%,,,,,,,,,,
"com.amaze.filemanager.filesystem.HybridFileParcelable.writeToParcel(Parcel,int)",0,0,10,10,6.10%,,,,,,,,,,
com.amaze.filemanager.filesystem.HybridFileParcelableTest.getDate(),1,1,7,6,4.09%,,,,,,,,,,
com.amaze.filemanager.filesystem.HybridFileParcelableTest.getLink(),1,1,7,6,4.09%,,,,,,,,,,
com.amaze.filemanager.filesystem.HybridFileParcelableTest.getMode(),5,5,11,6,6.43%,,,,,,,,,,
com.amaze.filemanager.filesystem.HybridFileParcelableTest.getName(),1,1,7,6,4.09%,,,,,,,,,,
com.amaze.filemanager.filesystem.HybridFileParcelableTest.getPath(),1,1,7,6,4.09%,,,,,,,,,,
com.amaze.filemanager.filesystem.HybridFileParcelableTest.getPermission(),1,1,7,6,4.09%,,,,,,,,,,
com.amaze.filemanager.filesystem.HybridFileParcelableTest.getSize(),1,1,7,6,4.09%,,,,,,,,,,
com.amaze.filemanager.filesystem.HybridFileParcelableTest.isDirectory(),1,1,7,6,4.09%,,,,,,,,,,
com.amaze.filemanager.filesystem.HybridFileParcelableTest.setDate(),4,4,13,9,7.60%,,,,,,,,,,
com.amaze.filemanager.filesystem.HybridFileParcelableTest.setDirectory(),4,4,13,9,7.60%,,,,,,,,,,
com.amaze.filemanager.filesystem.HybridFileParcelableTest.setLink(),4,4,13,9,7.60%,,,,,,,,,,
com.amaze.filemanager.filesystem.HybridFileParcelableTest.setName(),4,4,13,9,7.60%,,,,,,,,,,
com.amaze.filemanager.filesystem.HybridFileParcelableTest.setPermission(),4,4,13,9,7.60%,,,,,,,,,,
com.amaze.filemanager.filesystem.HybridFileParcelableTest.setSize(),4,4,13,9,7.60%,,,,,,,,,,
com.amaze.filemanager.filesystem.HybridFileParcelableTest.setUp(),0,0,7,7,4.09%,,,,,,,,,,
com.amaze.filemanager.filesystem.HybridFileParcelableTest.writeToParcel(),5,5,20,15,11.70%,,,,,,,,,,
"com.amaze.filemanager.filesystem.MediaStoreHack.delete(Context,File)",7,4,21,14,8.68%,,,,,,,,,,
com.amaze.filemanager.filesystem.MediaStoreHack.getExternalFilesDir(Context),0,0,3,3,1.24%,,,,,,,,,,
"com.amaze.filemanager.filesystem.MediaStoreHack.getInputStream(Context,File,long)",0,0,17,17,7.02%,,,,,,,,,,
